Index,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
155,What is the horsepower of the car with the largest accelerate?,SELECT Horsepower FROM cars_data WHERE Accelerate = (SELECT max(Accelerate) FROM cars_data),SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;,car_1
156,What is the horsepower of the car with the greatest accelerate?,SELECT Horsepower FROM cars_data ORDER BY Accelerate DESC LIMIT 1,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;,car_1
157,"For model volvo, how many cylinders does the car with the least accelerate have?",SELECT T1.Cylinders FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.Accelerate ASC LIMIT 1,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,car_1
158,"For a volvo model, how many cylinders does the version with least accelerate have?",SELECT T1.Cylinders FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T2.Make LIKE '%volvo%' AND T1.Accelerate = (SELECT MIN(T3.Accelerate) FROM cars_data AS T3 JOIN car_names AS T4 ON T3.Id = T4.MakeId WHERE T4.Make LIKE '%volvo%'),SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,car_1
159,How many cars have a larger accelerate than the car with the largest horsepower?,SELECT COUNT(*) FROM cars_data WHERE Accelerate > (SELECT Accelerate FROM cars_data ORDER BY Horsepower DESC LIMIT 1),SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,car_1
160,What is the number of cars with a greater accelerate than the one with the most horsepower?,SELECT COUNT(*) FROM cars_data WHERE Accelerate > (SELECT Accelerate FROM cars_data ORDER BY Horsepower DESC LIMIT 1),SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,car_1
161,How many countries has more than 2 car makers ?,SELECT COUNT(*) FROM (SELECT T1.CountryId FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(T2.Id)  >  2),select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,car_1
162,What is the number of countries with more than 2 car makers ?,SELECT count(*) FROM (SELECT T1.CountryId FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.Country GROUP BY T1.CountryId HAVING count(T2.Id) > 2),select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,car_1
163,How many cars has over 6 cylinders?,SELECT count(*) FROM cars_data WHERE Cylinders > 6,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,car_1
164,What is the number of carsw ith over 6 cylinders?,SELECT count(Id) FROM cars_data WHERE Cylinders > 6,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,car_1
165,"For the cars with 4 cylinders, which model has the largest horsepower?",SELECT T2.Model FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 4 ORDER BY T1.Horsepower DESC LIMIT 1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,car_1
166,"For all of the 4 cylinder cars, which model has the most horsepower?",SELECT T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.Horsepower DESC LIMIT 1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,car_1
167,"Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.","SELECT T1.MakeId ,  T1.Make FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Horsepower  >  (SELECT min(Horsepower) FROM cars_data) AND T2.Cylinders  <=  3","SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;",car_1
168,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?","SELECT T1.MakeId ,  T1.Make FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Horsepower  !=  (SELECT min(Horsepower) FROM cars_data) AND T2.Cylinders  <  4","select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;",car_1
169,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,SELECT max(MPG) FROM cars_data WHERE Cylinders = 8 OR YEAR < 1980,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,car_1
170,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,SELECT max(MPG) FROM cars_data WHERE Cylinders = 8 OR YEAR < 1980,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,car_1
171,Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,SELECT DISTINCT T1.Model FROM model_list AS T1 JOIN car_names AS T2 ON T1.Model = T2.Model JOIN cars_data AS T3 ON T2.MakeId = T3.Id JOIN car_makers AS T4 ON T1.Maker = T4.Id WHERE T3.Weight < 3500 AND T4.FullName != 'Ford Motor Company',SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,car_1
172,What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?,SELECT DISTINCT T1.Model FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id JOIN car_names AS T3 ON T1.Model = T3.Model JOIN cars_data AS T4 ON T3.MakeId = T4.Id WHERE T4.Weight < 3500 AND T2.FullName != 'Ford Motor Company',SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,car_1
173,What are the name of the countries where there is not a single car maker?,SELECT CountryName FROM countries WHERE CountryId NOT IN (SELECT Country FROM car_makers),SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,car_1
174,What are the names of the countries with no car makers?,SELECT CountryName FROM countries WHERE CountryId NOT IN (SELECT Country FROM car_makers),SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,car_1
175,Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,"SELECT T1.Id ,  T1.Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(T2.Model)  >=  2 AND ( SELECT count(*) FROM ( SELECT T1_inner.Id FROM car_makers AS T1_inner JOIN model_list AS T2_inner ON T1_inner.Id  =  T2_inner.Maker GROUP BY T1_inner.Id HAVING count(T2_inner.Model)  >=  2 ) AS SubqueryForCount )  >  3","select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;",car_1
176,What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,"SELECT T1.Id ,  T1.Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(DISTINCT T2.Model)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id  =  T2.Maker JOIN car_names AS T3 ON T2.Model  =  T3.Model JOIN cars_data AS T4 ON T3.MakeId  =  T4.Id GROUP BY T1.Id HAVING count(T4.Id)  >  3","SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;",car_1
177,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"SELECT T1.CountryId , T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.Country GROUP BY T1.CountryId HAVING count(*) > 3 UNION SELECT T1.CountryId , T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.Country JOIN model_list AS T3 ON T2.Id = T3.Maker WHERE T3.Model = 'fiat'","SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';",car_1
178,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,"SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >  3 UNION SELECT T1.CountryId ,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country JOIN model_list AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat'","select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';",car_1
179,"Which country does Airline ""JetBlue Airways"" belong to?",SELECT Country FROM airlines WHERE Airline  =  'JetBlue Airways',"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
180,What country is Jetblue Airways affiliated with?,SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways',"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
181,"What is the abbreviation of Airline ""JetBlue Airways""?",SELECT Abbreviation FROM airlines WHERE Airline = 'JetBlue Airways',"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
182,Which abbreviation corresponds to Jetblue Airways?,SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways',"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
183,"List all airline names and their abbreviations in ""USA"".","SELECT Airline , Abbreviation FROM airlines WHERE Country = 'USA'","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",flight_2
184,What are the airline names and abbreviations for airlines in the USA?,"SELECT Airline ,  Abbreviation FROM airlines WHERE Country  =  'USA'","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",flight_2
185,List the airport code and name in the city of Anthony.,"SELECT AirportCode ,  AirportName FROM airports WHERE City  =  'Anthony'","SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",flight_2
186,Give the airport code and airport name corresonding to the city Anthony.,"SELECT AirportCode , AirportName FROM airports WHERE City  =  'Anthony'","SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",flight_2
187,How many airlines do we have?,SELECT count(*) FROM airlines,SELECT count(*) FROM AIRLINES,flight_2
188,What is the total number of airlines?,SELECT count(*) FROM airlines,SELECT count(*) FROM AIRLINES,flight_2
189,How many airports do we have?,SELECT count(*) FROM airports,SELECT count(*) FROM AIRPORTS,flight_2
190,Return the number of  airports.,SELECT count(*) FROM airports,SELECT count(*) FROM AIRPORTS,flight_2
191,How many flights do we have?,SELECT count(*) FROM flights,SELECT count(*) FROM FLIGHTS,flight_2
192,Return the number of flights.,SELECT count(*) FROM flights,SELECT count(*) FROM FLIGHTS,flight_2
193,Which airline has abbreviation 'UAL'?,SELECT Airline FROM airlines WHERE Abbreviation = 'UAL',"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",flight_2
194,Give the airline with abbreviation 'UAL'.,SELECT Airline FROM airlines WHERE Abbreviation  =  'UAL',"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",flight_2
195,How many airlines are from USA?,SELECT count(*) FROM airlines WHERE Country = 'USA',"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",flight_2
196,Return the number of airlines in the USA.,SELECT count(uid) FROM airlines WHERE Country = 'USA',"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",flight_2
197,Which city and country is the Alton airport at?,"SELECT City ,  Country FROM airports WHERE AirportName  =  'Alton'","SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",flight_2
198,Give the city and country for the Alton airport.,"SELECT City ,  Country FROM airports WHERE AirportName  =  'Alton airport'","SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",flight_2
199,What is the airport name for airport 'AKO'?,SELECT AirportName FROM airports WHERE AirportCode  =  'AKO',"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",flight_2
200,Return the name of the airport with code 'AKO'.,SELECT AirportName FROM airports WHERE AirportCode  =  'AKO',"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",flight_2
201,What are airport names at City 'Aberdeen'?,SELECT AirportName FROM airports WHERE City  =  'Aberdeen',"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",flight_2
202,What are the names of airports in Aberdeen?,SELECT AirportName FROM airports WHERE City  =  'Aberdeen',"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",flight_2
203,How many flights depart from 'APG'?,SELECT count(*) FROM flights WHERE SourceAirport = 'APG',"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
204,Count the number of flights departing from 'APG'.,SELECT count(*) FROM flights WHERE SourceAirport = 'APG',"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
205,How many flights have destination ATO?,SELECT count(*) FROM flights WHERE DestAirport = 'ATO',"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",flight_2
206,Count the number of flights into ATO.,SELECT count(*) FROM flights WHERE DestAirport  =  'ATO',"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",flight_2
207,How many flights depart from City Aberdeen?,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
208,Return the number of flights departing from Aberdeen.,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
209,How many flights arriving in Aberdeen city?,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
210,Return the number of flights arriving in Aberdeen.,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
211,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport  =  T2.AirportCode JOIN airports AS T3 ON T1.DestAirport  =  T3.AirportCode WHERE T2.City  =  'Aberdeen' AND T3.City  =  'Ashley',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",flight_2
212,How many flights fly from Aberdeen to Ashley?,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport  =  T2.AirportCode JOIN airports AS T3 ON T1.DestAirport  =  T3.AirportCode WHERE T2.City  =  'Aberdeen' AND T3.City  =  'Ashley',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",flight_2
213,How many flights does airline 'JetBlue Airways' have?,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline  =  'JetBlue Airways',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",flight_2
214,Give the number of Jetblue Airways flights.,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid WHERE T2.Airline = 'Jetblue Airways',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",flight_2
215,How many 'United Airlines' flights go to Airport 'ASY'?,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline  =  'United Airlines' AND T1.DestAirport  =  'ASY',"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",flight_2
216,Count the number of United Airlines flights arriving in ASY Airport.,SELECT count(*) FROM flights WHERE Airline = 'United Airlines' AND DestAirport = 'ASY',"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",flight_2
217,How many 'United Airlines' flights depart from Airport 'AHD'?,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline  =  'United Airlines' AND T1.SourceAirport  =  'AHD',"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",flight_2
218,Return the number of United Airlines flights leaving from AHD Airport.,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid WHERE T2.Airline = 'United Airlines' AND T1.SourceAirport = 'AHD',"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",flight_2
219,How many United Airlines flights go to City 'Aberdeen'?,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid JOIN airports AS T3 ON T1.DestAirport = T3.AirportCode WHERE T2.Airline = 'United Airlines' AND T3.City = 'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",flight_2
220,Count the number of United Airlines flights that arrive in Aberdeen.,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid JOIN airports AS T3 ON T1.DestAirport = T3.AirportCode WHERE T2.Airline = 'United Airlines' AND T3.City = 'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",flight_2
221,Which city has most number of arriving flights?,SELECT T2.City FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode GROUP BY T2.City ORDER BY count(*) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
222,Which city has the most frequent destination airport?,SELECT T2.City FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode GROUP BY T2.City ORDER BY count(T1.DestAirport) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
223,Which city has most number of departing flights?,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
224,Which city is the most frequent source airport?,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
225,What is the code of airport that has the highest number of flights?,SELECT AirportCode FROM (SELECT SourceAirport AS AirportCode FROM flights UNION ALL SELECT DestAirport AS AirportCode FROM flights) AS combined_airports GROUP BY AirportCode ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
226,What is the airport code of the airport with the most flights?,SELECT AirportCode FROM (SELECT SourceAirport AS AirportCode FROM flights UNION ALL SELECT DestAirport AS AirportCode FROM flights) AS T GROUP BY AirportCode ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
227,What is the code of airport that has fewest number of flights?,"SELECT T1.AirportCode FROM airports AS T1 LEFT JOIN (SELECT SourceAirport AS AirportCode ,  1 AS flight_occurrence FROM flights UNION ALL SELECT DestAirport AS AirportCode ,  1 AS flight_occurrence FROM flights) AS T2 ON T1.AirportCode  =  T2.AirportCode GROUP BY T1.AirportCode ORDER BY count(T2.flight_occurrence) ASC LIMIT 1",SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
228,Give the code of the airport with the least flights.,SELECT Airport FROM (SELECT SourceAirport AS Airport FROM flights UNION ALL SELECT DestAirport AS Airport FROM flights) AS T1 GROUP BY Airport ORDER BY count(*) LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
229,Which airline has most number of flights?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
230,What airline serves the most flights?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline ORDER BY count(T2.FlightNo) DESC LIMIT 1,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
231,Find the abbreviation and country of the airline that has fewest number of flights?,"SELECT T1.Abbreviation ,  T1.Country FROM airlines AS T1 JOIN flights AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.uid ORDER BY count(*) LIMIT 1","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
232,What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT T1.Abbreviation , T1.Country FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.uid ORDER BY count(*) LIMIT 1","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
233,What are airlines that have some flight departing from airport 'AHD'?,SELECT DISTINCT Airline FROM flights WHERE SourceAirport  =  'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
234,Which airlines have a flight with source airport AHD?,SELECT DISTINCT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
